date,Times of Day,pressure_state,pressure_Sea,Precipitation_amount,temperature,Dew point temperature,pressure_Vapor,Humidity,wind_speed,Wind_direction,Daylight_hours,solar radiation_amount,snowfall,Snow_cover
2016/1/2,22,1015.9,1018.9,0,6.4,0.3,6.2,65,1,0,0,0,0,0
2016/1/2,23,1015.4,1018.4,0,6.2,0.3,6.3,66,1.2,0,0,0,0,0
2016/1/2,24,1015.3,1018.3,0,6.2,-0.5,5.9,62,2.9,0,0,0,0,0
2016/1/3,1,1015.4,1018.4,0,5.6,-1.1,5.6,62,1.2,0,0,0,0,0
2016/1/3,2,1015.1,1018.1,0,4.5,-0.7,5.8,69,0.8,0,0,0,0,0
2016/1/3,3,1014.9,1017.9,0,4.3,-0.9,5.7,69,0.8,0,0,0,0,0
2016/1/3,4,1014.4,1017.4,0,4.2,-1,5.7,69,0.7,0,0,0,0,0
2016/1/3,5,1014.2,1017.2,0,4.2,-0.8,5.8,70,1.5,0,0,0,0,0
2016/1/3,6,1014.8,1017.8,0,3.2,-0.4,5.9,77,0.4,0,0,0,0,0
2016/1/3,7,1014.9,1017.9,0,4.1,0.1,6.1,75,0.7,0,0,0,0,0
2016/1/3,8,1015.1,1018.1,0,5.7,0.5,6.3,69,1.4,0,0.5,0.21,0,0
2016/1/3,9,1015.5,1018.5,0,7.5,0.3,6.2,60,1.2,0,1,0.68,0,0
2016/1/3,10,1015.2,1018.1,0,10.6,1.4,6.8,53,0.8,0,1,1.28,0,0
2016/1/3,11,1014.1,1017,0,12,1.6,6.9,49,0.9,0,1,1.58,0,0
2016/1/3,12,1012.5,1015.4,0,14.2,1.8,7,43,1.2,0,1,1.9,0,0
2016/1/3,13,1011.5,1014.4,0,15.7,1.8,7,39,2,0,1,1.85,0,0
2016/1/3,14,1011.2,1014.1,0,15.6,1.4,6.7,38,2,0,1,1.57,0,0
2016/1/3,15,1011.1,1014,0,15.5,2.3,7.2,41,1.1,0,1,1.16,0,0
2016/1/3,16,1011.1,1014,0,14.4,4.4,8.4,51,1.9,0,0.8,0.48,0,0
2016/1/3,17,1011.4,1014.3,0,11.4,5.3,8.9,66,2.5,0,0,0.06,0,0
2016/1/3,18,1011.4,1014.3,0,11,5.8,9.2,70,2,0,0,0,0,0
2016/1/3,19,1011.8,1014.7,0,10.8,6.6,9.7,75,1,0,0,0,0,0
2016/1/3,20,1012.1,1015,0,10.8,5.6,9.1,70,1.5,0,0,0,0,0
2016/1/3,21,1012.5,1015.4,0,11.3,3.1,7.6,57,1.4,0,0,0,0,0
2016/1/3,22,1012.6,1015.5,0,10,1.6,6.9,56,2.4,0,0,0,0,0
2016/1/3,23,1012.6,1015.6,0,8.3,0.8,6.5,59,1.1,0,0,0,0,0
2016/1/3,24,1012.3,1015.3,0,7.3,1.8,7,68,0.9,0,0,0,0,0
2016/1/4,1,1012.1,1015.1,0,6.9,1.2,6.7,67,1.7,0,0,0,0,0
2016/1/4,2,1011.9,1014.9,0,6.1,1.1,6.6,70,1.6,0,0,0,0,0
2016/1/4,3,1011.8,1014.8,0,6.1,0.9,6.5,69,1.7,0,0,0,0,0
2016/1/4,4,1011.9,1014.9,0,6.1,0.7,6.4,68,1.2,0,0,0,0,0
2016/1/4,5,1011.9,1014.9,0,4.7,1,6.6,77,0.9,0,0,0,0,0
2016/1/4,6,1012.1,1015.1,0,4.9,0.9,6.5,75,1.7,0,0,0,0,0
2016/1/4,7,1012.5,1015.5,0,5.8,0.8,6.5,70,2.6,0,0,0,0,0
2016/1/4,8,1012.5,1015.5,0,7.3,1.4,6.7,66,2.3,0,0.5,0.23,0,0
2016/1/4,9,1012.5,1015.5,0,9.3,1.5,6.8,58,2.3,0,1,0.83,0,0
2016/1/4,10,1012.2,1015.1,0,10.6,1.4,6.8,53,1.7,0,1,1.35,0,0
2016/1/4,11,1011.2,1014.1,0,12.5,2.1,7.1,49,2.2,0,1,1.73,0,0
2016/1/4,12,1009.7,1012.6,0,13.1,0.2,6.2,41,1.4,0,1,1.9,0,0
2016/1/4,13,1008.6,1011.5,0,14.2,-0.3,6,37,0.9,0,1,1.86,0,0
2016/1/4,14,1008.1,1011,0,14.9,-0.4,5.9,35,1,0,1,1.58,0,0
2016/1/4,15,1007.9,1010.8,0,14.3,1.2,6.7,41,2.5,0,1,1.1,0,0
2016/1/4,16,1007.7,1010.6,0,12.6,1.9,7,48,2.5,0,1,0.54,0,0
2016/1/4,17,1007.9,1010.8,0,10,2.4,7.2,59,1.1,0,0.4,0.07,0,0
2016/1/4,18,1008.3,1011.2,0,9.9,2.7,7.4,61,1.7,0,0,0,0,0
2016/1/4,19,1008.7,1011.6,0,9.2,2.8,7.4,64,1,0,0,0,0,0
2016/1/4,20,1009.4,1012.3,0,9.3,3.1,7.6,65,1.4,0,0,0,0,0
2016/1/4,21,1009.7,1012.6,0,9.5,2.8,7.5,63,2.1,0,0,0,0,0
2016/1/4,22,1010.1,1013.1,0,8.7,2.1,7.1,63,3,0,0,0,0,0
2016/1/4,23,1010.3,1013.3,0,7.7,2.2,7.1,68,1.7,0,0,0,0,0
2016/1/4,24,1010.4,1013.4,0,8,2,7.1,66,2.3,0,0,0,0,0
2016/1/5,1,1010.6,1013.6,0,9.2,1.4,6.7,58,2.5,0,0,0,0,0
2016/1/5,2,1011.1,1014.1,0,8.8,-0.2,6,53,2.2,0,0,0,0,0
2016/1/5,3,1011.7,1014.7,0,9.1,-0.8,5.8,50,2.7,0,0,0,0,0
2016/1/5,4,1012.2,1015.2,0,8.9,-0.9,5.7,50,2.8,0,0,0,0,0
2016/1/5,5,1012.9,1015.9,0,7.9,-1.1,5.6,53,1.3,0,0,0,0,0
2016/1/5,6,1013.6,1016.6,0,5.2,-0.8,5.8,65,1.1,0,0,0,0,0
2016/1/5,7,1014.2,1017.2,0,6.8,-0.6,5.8,59,1.2,0,0,0,0,0
2016/1/5,8,1014.6,1017.6,0,8.9,-0.7,5.8,51,1.1,0,0.5,0.21,0,0
2016/1/5,9,1014.9,1017.8,0,10.7,-0.1,6,47,1.7,0,1,0.78,0,0
2016/1/5,10,1014.8,1017.7,0,12,-2.6,5,36,1.1,0,1,1.3,0,0
2016/1/5,11,1013.8,1016.7,0,13.7,-2.3,5.2,33,2.1,0,1,1.68,0,0
2016/1/5,12,1013,1015.9,0,14.5,-2.4,5.1,31,1.3,0,1,1.83,0,0
2016/1/5,13,1012,1014.9,0,15.1,-2.8,5,29,2.4,0,1,1.75,0,0
2016/1/5,14,1011.6,1014.5,0,14.9,-1.2,5.6,33,1.8,0,1,1.48,0,0
2016/1/5,15,1011.5,1014.4,0,14.1,-0.3,6,37,1.8,0,1,1.04,0,0
2016/1/5,16,1011.9,1014.8,0,13.4,1.4,6.8,44,1.5,0,0.9,0.48,0,0
2016/1/5,17,1012.2,1015.1,0,12.3,1.6,6.9,48,1.4,0,0,0.02,0,0
2016/1/5,18,1012.4,1015.3,0,13.1,1.8,6.9,46,1.7,0,0,0,0,0
2016/1/5,19,1013,1015.9,0,12.2,2.4,7.2,51,1.1,0,0,0,0,0
2016/1/5,20,1013.4,1016.3,0,11.9,2.1,7.1,51,2,0,0,0,0,0
2016/1/5,21,1014.1,1017,0,11.2,6.2,9.4,71,2.4,0,0,0,0,0
2016/1/5,22,1014.5,1017.5,0,9.7,5.9,9.3,77,1.5,0,0,0,0,0
2016/1/5,23,1015,1018,0,9.2,5.6,9.1,78,2.6,0,0,0,0,0
2016/1/5,24,1015.2,1018.2,0,8.8,5.7,9.2,81,1.1,0,0,0,0,0
2016/1/6,1,1015.4,1018.4,0,8.2,5.7,9.1,84,1.8,0,0,0,0,0
2016/1/6,2,1016,1019,0,8,5.1,8.8,82,1.7,0,0,0,0,0
2016/1/6,3,1016.1,1019.1,0,8.1,5.2,8.9,82,1.8,0,0,0,0,0
2016/1/6,4,1015.9,1018.9,0,7.7,5,8.7,83,1.4,0,0,0,0,0
2016/1/6,5,1015.6,1018.6,0,7.8,4.8,8.6,81,1.9,0,0,0,0,0
2016/1/6,6,1016.4,1019.4,0,7.6,3.7,7.9,76,2.1,0,0,0,0,0
2016/1/6,7,1016.7,1019.7,0,7.4,2.7,7.4,72,2.1,0,0,0,0,0
2016/1/6,8,1017,1020,0,8,2.9,7.5,70,1.3,0,0,0.07,0,0
2016/1/6,9,1017.3,1020.3,0,8.9,2.7,7.4,65,1.5,0,0,0.44,0,0
2016/1/6,10,1017.1,1020.1,0,9.4,2.7,7.4,63,2.6,0,0,0.73,0,0
2016/1/6,11,1015.9,1018.9,0,10,2.8,7.5,61,2,0,0,0.76,0,0
2016/1/6,12,1014.4,1017.4,0,10,2.8,7.5,61,1.9,0,0,0.61,0,0
2016/1/6,13,1013.3,1016.2,0,10.4,2.7,7.4,59,2.1,0,0,0.76,0,0
2016/1/6,14,1013.1,1016,0,10.5,3.5,7.9,62,1.9,0,0,0.6,0,0
2016/1/6,15,1012.7,1015.6,0,10.5,3.5,7.9,62,2.4,0,0,0.35,0,0
2016/1/6,16,1012.5,1015.4,0,9.8,3.1,7.6,63,2,0,0,0.19,0,0
2016/1/6,17,1012.5,1015.5,0,9.5,3.3,7.7,65,2,0,0,0.03,0,0
2016/1/6,18,1012.5,1015.5,0,9.2,3.2,7.7,66,2.3,0,0,0,0,0
2016/1/6,19,1012.6,1015.6,0,9.2,3.2,7.7,66,2.3,0,0,0,0,0
2016/1/6,20,1012.4,1015.4,0,9.1,2.9,7.5,65,1.8,0,0,0,0,0
2016/1/6,21,1012.1,1015.1,0,8.8,3.2,7.7,68,2.1,0,0,0,0,0
2016/1/6,22,1010.7,1013.7,0,8.3,3,7.6,69,2.2,0,0,0,0,0
2016/1/6,23,1009.8,1012.8,0,8.4,2.6,7.4,67,1.2,0,0,0,0,0
2016/1/6,24,1008.8,1011.8,0,8.2,3.1,7.6,70,1.1,0,0,0,0,0
2016/1/7,1,1009.2,1012.2,0,8.5,2.9,7.5,68,1.7,0,0,0,0,0
2016/1/7,2,1008.9,1011.9,0,8.3,2.8,7.4,68,1.8,0,0,0,0,0
2016/1/7,3,1008.2,1011.2,0,7.2,2.3,7.2,71,1.9,0,0,0,0,0
2016/1/7,4,1008,1011,0,6.2,1.7,6.9,73,2.2,0,0,0,0,0
2016/1/7,5,1007.6,1010.6,0,5.9,1.1,6.6,71,1.4,0,0,0,0,0
2016/1/7,6,1007.6,1010.6,0,4.7,1,6.6,77,1.1,0,0,0,0,0
2016/1/7,7,1008.2,1011.2,0,5.4,1,6.5,73,1.8,0,0,0,0,0
2016/1/7,8,1008.7,1011.7,0,6.1,1.1,6.6,70,1,0,0.5,0.21,0,0
2016/1/7,9,1009,1012,0,8.5,1.4,6.8,61,1.1,0,1,0.79,0,0
2016/1/7,10,1009,1011.9,0,10.1,0.4,6.3,51,3.5,0,1,1.31,0,0
2016/1/7,11,1008.8,1011.7,0,12.4,-0.8,5.8,40,4.4,0,1,1.71,0,0
2016/1/7,12,1007.9,1010.8,0,12.1,-1.1,5.6,40,2.5,0,0.1,0.98,0,0
2016/1/7,13,1007.1,1010,0,12.8,-1.5,5.5,37,2.9,0,0.2,0.97,0,0
2016/1/7,14,1007.3,1010.2,0,11.7,-2.5,5.1,37,4.1,0,0.1,0.77,0,0
2016/1/7,15,1007.8,1010.7,0,11.9,-4.3,4.5,32,3.6,0,0.1,0.61,0,0
2016/1/7,16,1009,1011.9,0,11.1,-3.8,4.6,35,4.3,0,0.7,0.54,0,0
2016/1/7,17,1009.4,1012.3,0,10.2,-4.6,4.4,35,3.7,0,0.1,0.09,0,0
2016/1/7,18,1010.6,1013.5,0,9.9,-5.2,4.1,34,3.4,0,0,0,0,0
2016/1/7,19,1011.2,1014.2,0,8.8,-6.6,3.7,33,5.2,0,0,0,0,0
2016/1/7,20,1011.8,1014.8,0,8,-7.7,3.4,32,3.8,0,0,0,0,0
2016/1/7,21,1012.6,1015.6,0,7.5,-7.3,3.5,34,4.1,0,0,0,0,0
2016/1/7,22,1012.9,1015.9,0,7.6,-7.6,3.4,33,2,0,0,0,0,0
2016/1/7,23,1012.8,1015.8,0,7.4,-7.4,3.5,34,1.7,0,0,0,0,0
2016/1/7,24,1013,1016,0,7.2,-7.2,3.6,35,2.2,0,0,0,0,0
2016/1/8,1,1013.1,1016.1,0,7.2,-6.9,3.7,36,1.9,0,0,0,0,0
2016/1/8,2,1012.6,1015.6,0,5.8,-5.8,4,43,1.6,0,0,0,0,0
2016/1/8,3,1012.1,1015.1,0,4.2,-5,4.2,51,1.2,0,0,0,0,0
2016/1/8,4,1011.9,1014.9,0,4.5,-5,4.2,50,2.4,0,0,0,0,0
2016/1/8,5,1011.8,1014.8,0,3.2,-4.5,4.4,57,1.2,0,0,0,0,0
2016/1/8,6,1012,1015,0,4.6,-3.6,4.7,55,1.9,0,0,0,0,0
2016/1/8,7,1012.2,1015.2,0,3.6,-4.3,4.4,56,2,0,0,0,0,0
2016/1/8,8,1012.5,1015.5,0,4.8,-4.5,4.4,51,1.6,0,0.4,0.2,0,0
2016/1/8,9,1012.6,1015.6,0,6.6,-3.9,4.6,47,1.8,0,0.9,0.77,0,0
2016/1/8,10,1012.3,1015.3,0,6.6,-5.4,4.1,42,2.2,0,1,1.36,0,0
2016/1/8,11,1010.9,1013.9,0,8.1,-5,4.2,39,2.9,0,1,1.72,0,0
2016/1/8,12,1009.5,1012.4,0,9.6,-4,4.5,38,2.1,0,1,1.9,0,0
2016/1/8,13,1008.7,1011.6,0,9.9,-3.7,4.6,38,2.4,0,1,1.77,0,0
2016/1/8,14,1007.9,1010.8,0,10.3,-3.4,4.8,38,2.1,0,1,1.57,0,0
2016/1/8,15,1007.7,1010.6,0,9.9,-3.7,4.6,38,1.8,0,1,1.05,0,0
2016/1/8,16,1007.5,1010.4,0,9.2,-2.7,5,43,1,0,1,0.57,0,0
2016/1/8,17,1008.1,1011,0,9.2,-3,4.9,42,1.6,0,0.4,0.08,0,0
2016/1/8,18,1008.3,1011.3,0,8,-2.6,5,47,1,0,0,0,0,0
2016/1/8,19,1009,1012,0,7.1,-2.6,5,50,1.2,0,0,0,0,0
2016/1/8,20,1009.5,1012.5,0,7.8,-2.8,5,47,1.4,0,0,0,0,0
2016/1/8,21,1009.8,1012.8,0,6.9,-1,5.7,57,1.5,0,0,0,0,0
2016/1/8,22,1009.9,1012.9,0,6.2,-0.3,6,63,1.1,0,0,0,0,0
2016/1/8,23,1010.2,1013.2,0,5.4,0.4,6.3,70,1.9,0,0,0,0,0
2016/1/8,24,1009.9,1012.9,0,5.3,-1.2,5.6,63,2,0,0,0,0,0
2016/1/9,1,1010.1,1013.1,0,5.5,-1.4,5.5,61,1.5,0,0,0,0,0
2016/1/9,2,1010.3,1013.3,0,3.8,-1.8,5.4,67,0.8,0,0,0,0,0
2016/1/9,3,1010.1,1013.1,0,4.3,-1.5,5.5,66,2,0,0,0,0,0
2016/1/9,4,1010.8,1013.8,0,3.3,-1.3,5.6,72,1.1,0,0,0,0,0
2016/1/9,5,1010.9,1013.9,0,5,-2.3,5.1,59,1.4,0,0,0,0,0
2016/1/9,6,1012,1015,0,4.5,-2.4,5.1,61,0.9,0,0,0,0,0
2016/1/9,7,1013.9,1016.9,0,4.3,-2.8,5,60,3.3,0,0,0,0,0
2016/1/9,8,1015.1,1018.1,0,5,-2.3,5.1,59,3.3,0,0.5,0.23,0,0
2016/1/9,9,1016.2,1019.2,0,6.3,-1.3,5.5,58,2.3,0,1,0.87,0,0
2016/1/9,10,1016.3,1019.3,0,8.6,-1.8,5.4,48,1.9,0,1,1.42,0,0
2016/1/9,11,1015.7,1018.7,0,9.4,-4.2,4.5,38,2.5,0,1,1.82,0,0
2016/1/9,12,1015.1,1018.1,0,10.1,-5,4.2,34,3,0,1,2.01,0,0
2016/1/9,13,1014.6,1017.5,0,10.8,-4.4,4.4,34,2.5,0,1,1.96,0,0
2016/1/9,14,1014.5,1017.5,0,10.2,-6.6,3.7,30,1.8,0,1,1.68,0,0
2016/1/9,15,1014.7,1017.7,0,10.2,-5.3,4.1,33,1.2,0,1,1.19,0,0
2016/1/9,16,1014.9,1017.9,0,9.8,-5.3,4.1,34,2.7,0,1,0.6,0,0
2016/1/9,17,1015.3,1018.3,0,6.9,-3.1,4.9,49,2.1,0,0.4,0.09,0,0
2016/1/9,18,1015.8,1018.8,0,7.6,-4.2,4.5,43,2,0,0,0,0,0
2016/1/9,19,1015.8,1018.8,0,8.6,0.1,6.1,55,3.9,0,0,0,0,0
2016/1/9,20,1015.8,1018.8,0,8.6,0.8,6.5,58,2.8,0,0,0,0,0
2016/1/9,21,1015.7,1018.7,0,8.4,0.9,6.5,59,2.2,0,0,0,0,0
2016/1/9,22,1015,1018,0,8.4,1.3,6.7,61,2.5,0,0,0,0,0
2016/1/9,23,1014.7,1017.7,0,7.1,1,6.6,65,1.8,0,0,0,0,0
2016/1/9,24,1014.6,1017.6,0,7.4,1.3,6.7,65,1.2,0,0,0,0,0
2016/1/10,1,1014.6,1017.6,0,6.3,-0.2,6,63,2.9,0,0,0,0,0
2016/1/10,2,1014.4,1017.4,0,6.1,-0.2,6,64,3.3,0,0,0,0,0
2016/1/10,3,1013.9,1016.9,0,5.6,-1.8,5.4,59,2.9,0,0,0,0,0
2016/1/10,4,1013.8,1016.8,0,4.8,-1.9,5.3,62,3.2,0,0,0,0,0
2016/1/10,5,1013.8,1016.8,0,3.9,-2.7,5,62,2.7,0,0,0,0,0
2016/1/10,6,1014.1,1017.1,0,3.2,-2.3,5.2,67,2.6,0,0,0,0,0
2016/1/10,7,1014.4,1017.4,0,2.9,-3.4,4.7,63,2.1,0,0,0,0,0
2016/1/10,8,1014.7,1017.7,0,4.5,-2.6,5.1,60,1.3,0,0.5,0.25,0,0
2016/1/10,9,1014.7,1017.7,0,8,-2,5.3,49,0.8,0,1,0.88,0,0
2016/1/10,10,1014.8,1017.8,0,9.9,-2.7,5,41,2.2,0,1,1.47,0,0
2016/1/10,11,1013.7,1016.6,0,11,-2.8,5,38,2.5,0,1,1.82,0,0
2016/1/10,12,1012.9,1015.8,0,11.3,-4.4,4.4,33,1.5,0,1,1.99,0,0
2016/1/10,13,1011.7,1014.6,0,12.4,-3.8,4.6,32,1.9,0,1,1.95,0,0
2016/1/10,14,1011.6,1014.5,0,12.6,-0.3,6,41,1.8,0,1,1.62,0,0
2016/1/10,15,1011.8,1014.7,0,11.7,-2.5,5.1,37,3.1,0,1,1.16,0,0
2016/1/10,16,1011.7,1014.6,0,11.1,-4.5,4.4,33,3.2,0,1,0.6,0,0
2016/1/10,17,1011.9,1014.9,0,8.8,-2.8,5,44,2.5,0,0.6,0.1,0,0
2016/1/10,18,1012.4,1015.4,0,8.3,-1.8,5.4,49,2.4,0,0,0,0,0
2016/1/10,19,1012.9,1015.9,0,7.8,-0.7,5.8,55,1.3,0,0,0,0,0
2016/1/10,20,1013.5,1016.5,0,7.1,0.3,6.3,62,1.2,0,0,0,0,0
2016/1/10,21,1014.1,1017.1,0,8.8,0.3,6.2,55,2.5,0,0,0,0,0
2016/1/10,22,1014.1,1017.1,0,8.3,-1.5,5.5,50,1.9,0,0,0,0,0
2016/1/10,23,1013.9,1016.9,0,7.8,-4,4.6,43,1.2,0,0,0,0,0
2016/1/10,24,1014,1017,0,7,-3.5,4.7,47,2.3,0,0,0,0,0
2016/1/11,1,1014,1017,0,5.3,-3.2,4.8,54,2.6,0,0,0,0,0
2016/1/11,2,1014.6,1017.6,0,5.4,-3.1,4.8,54,2.6,0,0,0,0,0
2016/1/11,3,1014.1,1017.1,0,5.6,-2.7,5,55,2.7,0,0,0,0,0
2016/1/11,4,1014.3,1017.3,0,5.7,-3.1,4.9,53,2.4,0,0,0,0,0
2016/1/11,5,1014.1,1017.1,0,4.8,-3.5,4.7,55,1.7,0,0,0,0,0
2016/1/11,6,1014.5,1017.5,0,4.7,-3.6,4.7,55,1.8,0,0,0,0,0
2016/1/11,7,1014.8,1017.8,0,5.6,-3.7,4.6,51,2.5,0,0,0,0,0
2016/1/11,8,1015.5,1018.5,0,5.3,-2.8,5,56,1.4,0,0,0.16,0,0
2016/1/11,9,1016.3,1019.3,0,6,-3.1,4.9,52,3.4,0,0.6,0.49,0,0
2016/1/11,10,1016.2,1019.2,0,7.2,-3.1,4.9,48,1.1,0,0,0.58,0,0
2016/1/11,11,1015.4,1018.4,0,8.2,-3.9,4.6,42,1.6,0,0.3,1.07,0,0
2016/1/11,12,1014.3,1017.3,0,8.7,-4.5,4.4,39,1.7,0,0.8,1.51,0,0
2016/1/11,13,1013.5,1016.5,0,8.9,-5,4.2,37,2.8,0,0.2,1.18,0,0
2016/1/11,14,1012.8,1015.8,0,9.6,-4.7,4.3,36,1.9,0,0.9,1.71,0,0
2016/1/11,15,1012.9,1015.9,0,9.5,-4.1,4.5,38,2.1,0,0.5,0.92,0,0
2016/1/11,16,1013,1016,0,9.1,-2.2,5.2,45,1.8,0,0,0.2,0,0
2016/1/11,17,1013,1016,0,8.7,0.2,6.2,55,2.6,0,0,0.03,0,0
2016/1/11,18,1012.9,1015.9,0,8.5,0.5,6.3,57,2.4,0,0,0,0,0
2016/1/11,19,1013.1,1016.1,0,7.9,1.1,6.6,62,2.6,0,0,0,0,0
2016/1/11,20,1013.6,1016.6,0,7,1.5,6.8,68,2.8,0,0,0,0,0
2016/1/11,21,1013.7,1016.7,0,7.5,1.6,6.8,66,2.6,0,0,0,0,0
2016/1/11,22,1013.9,1016.9,0,7.6,0.6,6.4,61,2.9,0,0,0,0,0
2016/1/11,23,1013.8,1016.8,0,7.2,0,6.1,60,2.5,0,0,0,0,0
2016/1/11,24,1013.8,1016.8,0,6.1,-1.5,5.5,58,2.4,0,0,0,0,0
2016/1/12,1,1013.5,1016.5,0,5.6,-2.2,5.2,57,1.9,0,0,0,0,0
2016/1/12,2,1014.1,1017.1,0,5.2,-2.8,5,56,1.7,0,0,0,0,0
2016/1/12,3,1013.2,1016.2,0,4.7,-2.8,5,58,2.6,0,0,0,0,0
2016/1/12,4,1013,1016,0,4.5,-3.3,4.8,57,2.4,0,0,0,0,0
2016/1/12,5,1013.9,1016.9,0,3.2,-2.5,5.1,66,4.5,0,0,0,0,0
2016/1/12,6,1013.8,1016.8,0,2,-0.2,6,85,2.1,0,0,0,0,0
2016/1/12,7,1013.9,1016.9,0,2.3,-0.6,5.8,81,1.8,0,0,0,0,0
2016/1/12,8,1014.4,1017.4,0,2.7,-0.2,6,81,2.7,0,0,0.02,0,0
2016/1/12,9,1013.9,1016.9,0,2.5,0.3,6.2,85,3.2,0,0,0.05,0,0
2016/1/12,10,1013.7,1016.7,0,2.8,-0.1,6.1,81,3.3,0,0,0.14,0,0
2016/1/12,11,1012.3,1015.3,0,3.1,0.5,6.3,83,3.1,0,0,0.25,0,0
2016/1/12,12,1010.8,1013.8,0,3.4,-1,5.7,73,1.9,0,0,0.31,0,0
2016/1/12,13,1010.1,1013.1,0,4,-2.4,5.1,63,2.3,0,0,0.23,0,0
2016/1/12,14,1009.6,1012.6,0,4.5,-2.4,5.1,61,1.9,0,0,0.19,0,0
